item_id,order_id,product_id,quantity,unit_price,discount_percent
236,4,394,1,954.61,81.8
237,549,368,4,340.11,30.28
238,93,375,1,539.28,96.09
239,297,208,1,184.85,3.93
240,307,400,4,897.5,63.06
241,449,195,3,148.54,19.31
242,399,65,5,794.81,64.34
243,461,17,4,46.67,5.61
244,217,536,1,463.79,67.81
245,594,239,5,925.57,3.69
246,20,483,2,908.11,61.84
247,134,15,2,180.53,5.0
248,100,468,3,615.11,83.54
249,109,117,1,502.17,79.92
250,208,437,2,343.97,83.59
251,590,141,4,328.37,96.47
252,178,344,2,72.59,27.39
253,379,169,4,444.27,92.57
254,386,162,1,25.47,48.7
255,92,291,-1,422.06,80.74
256,212,147,4,643.43,52.31
257,179,39,4,600.31,71.72
258,309,357,5,424.6,55.77
259,543,98,2,622.73,86.27
260,476,214,5,283.66,19.37
261,486,510,2,184.56,67.01
262,373,292,1,217.49,25.14
263,465,45,5,113.38,5.25
264,30,497,5,519.75,7.09
265,594,334,2,424.88,74.71
266,113,334,3,235.5,23.71
267,385,226,4,82.79,58.51
268,149,222,1,928.61,45.5
269,469,199,4,635.7,97.56
270,33,62,2,287.8,11.11
271,176,352,4,227.66,29.52
272,175,236,2,95.61,85.7
273,222,485,4,838.62,27.92
274,253,254,4,334.02,57.95
275,588,6,5,423.59,4.42
276,517,35,4,431.44,39.43
277,247,86,1,562.9,1.24
278,136,368,4,302.83,64.76
279,313,166,-1,706.27,85.79
280,466,475,-5,774.12,87.42
281,380,476,4,706.86,0.14
282,341,34,1,303.62,75.29
283,213,83,5,624.25,33.57
284,373,53,1,119.86,36.56
285,376,180,5,651.69,70.49
286,210,142,5,981.44,23.86
287,595,215,1,755.64,76.09
288,274,516,3,683.42,27.71
289,464,498,1,506.44,82.96
290,546,300,4,457.46,36.81
291,469,90,1,89.37,89.79
292,79,112,3,173.12,11.2
293,210,534,2,952.58,2.27
294,555,136,4,479.17,42.01
295,65,23,1,873.08,23.23
296,422,352,5,659.2,78.68
297,543,456,4,463.43,56.73
298,267,233,3,489.4,97.07
299,292,467,1,956.65,61.86
300,293,187,2,973.47,83.93
301,120,43,2,993.84,57.45
302,189,211,4,566.86,3.47
303,152,382,3,453.94,97.55
304,26,415,5,931.76,76.85
305,160,5,4,970.45,54.61
306,303,486,5,897.02,96.96
307,579,453,5,345.3,11.23
308,143,120,4,315.0,40.16
309,95,335,2,64.48,64.13
310,285,201,5,32.32,53.84
311,90,525,4,400.48,49.05
312,58,370,5,403.58,71.6
313,382,13,4,291.8,35.14
314,90,221,4,730.57,44.42
315,296,168,4,807.62,97.04
316,425,143,4,837.16,59.79
317,487,538,2,986.77,6.61
318,91,7,5,415.37,91.44
319,474,141,4,207.26,83.23
320,44,310,3,836.24,30.39
321,230,28,5,793.31,15.4
322,484,128,3,657.27,89.27
323,251,30,4,128.16,27.72
324,371,493,1,569.92,86.83
325,123,383,4,517.4,57.53
326,60,150,3,326.48,87.83
327,55,280,2,367.55,63.62
328,299,79,3,518.73,76.64
329,172,331,2,873.72,82.68
330,372,99,3,539.08,35.16
331,531,289,-2,379.28,48.49
332,167,105,3,225.7,50.34
333,573,539,2,847.61,71.25
334,79,120,1,820.66,92.34
335,372,143,4,818.87,88.97
336,351,177,5,712.8,2.88
337,146,233,1,314.35,20.98
338,115,80,1,28.62,48.43
339,111,34,4,795.12,51.35
340,260,45,1,75.58,66.76
341,211,205,1,192.93,35.15
342,285,357,1,358.68,85.51
343,584,70,5,108.11,57.81
344,197,289,1,180.06,75.4
345,102,220,1,921.27,85.13
346,190,451,4,676.79,10.73
347,435,220,3,519.11,40.76
348,113,533,3,144.55,76.23
349,42,85,3,334.83,11.57
350,320,455,3,233.61,40.73
351,72,488,4,939.69,36.74
352,504,108,1,402.41,52.27
353,405,411,1,698.09,97.76
354,204,347,2,208.26,84.4
355,435,512,4,285.73,71.35
356,410,365,5,481.07,60.32
357,524,286,4,155.9,45.46
358,510,237,1,632.09,13.46
359,70,511,1,681.33,97.21
360,335,157,4,309.73,62.32
361,533,505,1,794.8,20.19
362,268,352,4,811.39,54.05
363,33,441,1,881.32,11.91
364,386,454,4,465.06,3.29
365,311,169,5,496.56,13.45
366,113,503,4,663.48,68.54
367,576,161,5,511.62,39.14
368,387,362,4,768.81,28.44
369,47,132,-1,838.56,34.89
370,350,390,-5,106.38,34.51
371,58,251,3,255.14,64.81
372,68,313,5,123.33,16.98
373,472,433,5,572.37,90.14
374,481,23,-3,985.91,37.77
375,101,501,4,109.06,67.51
376,348,171,3,618.68,36.33
377,78,220,4,294.48,4.75
378,232,95,5,720.53,57.82
379,69,487,5,432.83,34.73
380,310,517,1,806.09,43.29
381,425,412,5,258.75,51.54
382,20,529,5,864.08,57.68
383,479,275,2,937.79,53.27
384,445,62,5,527.05,36.43
385,308,446,2,416.16,86.02
386,423,274,1,825.47,64.6
387,242,416,3,246.1,15.0
388,318,476,1,490.53,99.13
389,38,207,4,167.76,13.64
390,285,181,3,647.85,4.22
391,57,86,4,320.77,29.8
392,417,373,1,674.96,88.57
393,144,242,4,120.81,73.45
394,595,538,1,259.29,88.46
395,321,338,2,834.01,73.72
396,224,148,2,115.75,21.41
397,261,58,3,495.45,37.47
398,434,487,1,685.91,96.33
399,377,316,2,30.86,96.68
400,56,246,5,260.45,38.47
401,125,243,3,859.07,38.85
402,262,309,4,99.35,82.27
403,165,450,2,635.04,87.95
404,281,83,4,824.97,94.05
405,341,433,4,877.99,82.02
406,519,68,2,358.34,60.21
407,465,29,5,764.36,64.14
408,140,4,2,406.66,62.83
409,114,162,3,257.11,71.36
410,421,328,2,456.98,87.35
411,336,289,2,206.68,41.45
412,387,230,2,30.53,2.3
413,235,92,5,974.39,19.83
414,440,267,2,157.76,95.8
415,121,15,2,721.4,43.52
416,507,122,4,232.24,20.31
417,507,392,3,138.9,85.63
418,290,194,5,424.15,40.85
419,269,242,-2,621.5,90.73
420,470,88,3,20.22,13.32
421,408,218,3,716.2,70.85
422,98,61,5,61.59,93.11
423,47,6,4,261.12,61.97
424,380,136,3,968.38,55.96
425,174,516,5,497.91,33.92
426,325,444,4,150.38,11.68
427,512,288,1,750.35,92.62
428,270,271,3,521.8,43.58
429,504,155,2,560.12,92.29
430,153,56,4,237.56,3.59
431,479,447,3,124.86,89.52
432,366,497,4,463.18,11.25
433,96,209,2,869.49,18.07
434,280,218,2,587.71,97.16
435,185,427,5,921.21,24.62
436,337,27,4,291.44,98.13
437,109,332,1,162.24,8.11
438,276,6,4,336.13,4.38
439,333,133,5,219.25,4.87
440,57,73,3,551.68,60.23
441,183,246,1,965.4,86.55
442,214,167,-1,394.62,40.24
443,503,443,2,738.53,92.17
444,99,377,5,517.53,48.96
445,577,434,4,99.32,42.25
446,445,437,3,102.02,51.33
447,159,508,4,532.01,64.72
448,448,82,1,908.14,47.76
449,308,255,2,527.86,29.55
450,47,526,1,116.56,42.49
451,583,260,1,361.9,58.56
452,474,184,-5,788.32,84.29
453,305,322,1,591.34,45.5
454,272,350,4,967.05,87.13
455,81,266,2,872.9,10.63
456,405,120,-5,23.17,65.58
457,499,311,4,622.31,97.39
458,405,310,3,96.76,13.51
459,17,193,2,860.42,20.92
460,447,196,2,95.23,76.97
461,23,120,2,174.44,15.24
462,483,21,4,861.2,58.52
463,402,53,2,340.51,10.27
464,508,298,4,46.65,39.97
465,500,238,5,717.15,52.83
466,567,66,4,275.17,64.83
467,356,460,4,700.54,2.08
468,481,353,3,443.73,50.76
469,348,480,5,139.85,29.34
470,369,484,4,801.76,84.45
471,89,495,5,137.81,19.95
472,426,506,5,310.62,20.94
473,368,268,1,363.47,15.86
474,66,346,5,436.31,61.76
475,499,265,1,993.73,78.49
476,571,274,1,897.35,85.34
477,107,52,5,927.37,43.78
478,114,109,4,783.84,60.97
479,43,520,1,114.36,62.99
480,161,300,2,711.08,76.2
481,102,158,4,650.62,33.46
482,207,450,2,969.94,76.92
483,486,350,1,293.89,17.13
484,425,370,3,633.15,24.55
485,234,142,5,803.75,41.34
486,529,371,4,944.3,44.26
487,530,72,1,93.93,31.48
488,403,38,2,663.57,64.15
489,533,303,5,425.11,88.58
490,322,353,5,17.82,27.98
491,151,414,5,451.73,20.51
492,453,354,5,888.8,78.16
493,309,87,4,46.6,33.45
494,554,291,2,221.6,51.17
495,164,24,3,37.61,79.66
496,312,433,5,987.09,11.04
497,266,520,1,360.93,4.77
498,587,6,1,458.62,98.3
499,547,240,5,356.83,28.45
500,387,533,5,740.14,10.52
501,370,466,5,107.01,71.16
502,64,436,4,889.62,47.63
503,539,413,4,592.36,51.89
504,599,511,4,640.1,99.65
505,427,167,4,152.9,12.71
506,526,121,4,697.53,45.54
507,573,379,1,922.48,11.88
508,379,297,4,49.88,15.33
509,384,311,3,301.04,2.8
510,432,50,2,937.45,30.52
511,501,3,3,131.1,34.86
512,587,318,1,570.11,90.03
513,136,142,4,509.72,46.09
514,153,334,4,98.42,62.48
515,239,405,5,345.61,4.58
516,91,170,4,710.14,57.2
517,127,88,3,200.5,61.87
518,584,535,5,197.5,47.58
519,545,185,1,962.75,27.5
520,594,455,2,93.8,53.35
521,47,504,3,863.35,2.33
522,25,325,4,388.19,9.1
523,293,148,1,190.84,76.83
524,418,174,2,68.32,96.11
525,60,306,-2,396.04,32.0
526,265,385,4,942.16,89.95
527,243,505,1,513.54,50.44
528,326,476,1,557.59,6.55
529,240,20,1,276.47,96.35
530,569,129,1,311.57,40.67
531,513,209,1,785.05,14.24
532,252,434,5,961.74,55.52
533,476,297,-1,656.53,16.74
534,494,280,1,601.89,83.95
535,218,523,4,288.5,16.14
536,308,92,5,401.35,12.3
537,287,443,2,218.74,50.48
538,351,268,3,979.84,70.78
539,330,350,3,218.52,95.9
540,137,3,-3,612.7,0.43
541,424,501,1,764.84,53.81
542,456,127,1,359.46,81.28
543,182,9,5,133.52,37.05
544,227,21,2,760.84,68.06
545,311,227,3,241.92,49.38
546,505,215,3,17.06,98.43
547,285,513,4,499.07,55.18
548,579,180,5,74.71,12.82
549,584,234,1,882.19,72.89
550,24,259,3,683.87,88.31
551,54,331,1,438.22,99.51
552,531,478,3,500.62,51.73
553,230,49,1,285.15,42.01
554,402,200,4,341.36,88.01
555,232,434,1,958.2,91.7
556,319,65,2,629.73,9.67
557,25,343,4,842.1,24.72
558,349,56,4,823.42,51.97
559,450,98,2,629.1,57.89
560,35,387,1,320.15,84.77
561,64,453,1,64.24,61.07
562,58,54,4,301.97,38.15
563,421,239,1,865.94,78.75
564,394,476,-5,797.21,87.99
565,27,465,5,522.04,58.78
566,70,199,1,905.33,12.6
567,432,493,5,727.38,44.46
568,46,62,2,136.4,58.45
569,367,319,5,587.83,54.11
570,317,352,2,298.15,97.03
571,149,59,5,245.01,81.92
572,433,353,5,203.45,20.04
573,350,194,2,671.18,69.48
574,340,344,4,619.94,41.87
575,44,508,2,227.21,0.37
576,478,219,2,246.63,73.46
577,385,211,3,406.31,82.61
578,76,367,1,39.72,11.52
579,600,369,3,53.47,2.97
580,225,269,2,721.65,33.98
581,201,23,5,184.32,26.18
582,141,389,-1,658.32,88.5
583,313,468,3,247.75,80.95
584,445,67,2,127.31,88.27
585,197,388,2,697.41,31.8
586,251,48,4,765.45,58.73
587,153,336,5,254.7,62.95
588,521,501,3,217.15,8.14
589,67,172,4,513.53,75.13
590,532,476,5,187.21,71.25
591,507,486,5,275.65,40.09
592,213,225,5,895.94,45.21
593,314,436,2,889.82,57.14
594,87,138,3,754.11,29.5
595,598,43,5,470.6,62.11
596,443,419,4,373.84,49.75
597,184,453,3,241.45,64.54
598,302,514,3,517.66,64.37
599,101,122,3,80.64,3.83
600,338,257,2,309.69,81.56
601,142,268,3,18.45,29.95
602,414,416,3,823.64,75.78
603,525,153,1,866.81,22.76
604,529,480,2,725.29,46.14
605,193,440,1,772.43,69.79
606,572,31,2,380.95,57.75
607,10,512,2,812.3,83.43
608,436,414,3,765.21,69.05
609,24,33,3,922.92,15.37
610,588,401,3,980.37,20.42
611,396,193,4,480.03,32.88
612,312,96,4,179.71,67.49
613,501,28,2,194.83,6.95
614,239,299,4,662.97,7.0
615,12,176,1,333.5,90.98
616,114,133,4,541.09,47.83
617,212,134,1,871.74,30.98
618,589,318,4,591.62,50.25
619,8,147,4,451.27,82.46
620,539,337,5,911.2,87.92
621,41,94,4,295.03,88.1
622,305,401,4,616.9,81.0
623,184,443,2,463.25,91.08
624,98,403,2,701.66,4.37
625,551,299,2,669.99,6.67
626,422,125,2,995.36,7.65
627,334,420,1,456.43,25.28
628,28,75,5,642.48,67.56
629,409,200,4,402.71,1.07
630,140,335,1,673.59,46.42
631,562,249,4,716.45,43.77
632,166,175,4,840.11,60.7
633,548,401,2,176.77,67.14
634,158,452,1,364.51,21.67
635,546,222,1,447.64,4.78
636,106,400,5,693.44,44.4
637,387,207,-5,929.53,37.46
638,17,432,2,37.66,1.46
639,65,226,2,959.16,9.66
640,46,426,2,517.38,81.56
641,195,213,3,934.98,39.51
642,219,109,4,363.01,17.36
643,13,399,4,220.64,22.01
644,378,45,3,76.66,21.86
645,512,105,3,715.41,79.13
646,98,333,5,981.6,69.63
647,326,494,2,76.84,1.76
648,524,239,5,508.39,70.46
649,128,317,1,244.03,42.85
650,62,141,2,380.78,29.66
651,39,244,2,924.18,59.81
652,337,138,4,285.35,64.36
653,425,296,1,753.05,22.9
654,211,56,3,907.57,66.5
655,228,391,2,526.26,18.35
656,504,72,1,954.12,5.21
657,129,94,2,181.94,54.88
658,81,437,2,727.74,31.15
659,181,255,2,310.07,57.64
660,493,82,2,951.5,35.96
661,452,433,4,510.24,73.49
662,494,21,2,764.31,42.74
663,308,157,1,557.32,17.57
664,465,291,4,381.4,60.6
665,481,201,1,163.18,18.96
666,384,504,1,410.51,41.58
667,383,394,4,494.66,64.1
668,40,128,5,390.98,56.56
669,262,357,2,514.51,48.86
670,395,435,3,738.31,24.24
671,371,29,1,700.5,64.53
672,151,261,3,254.94,57.83
673,95,394,-2,403.69,58.62
674,194,434,1,174.17,42.69
675,546,392,3,590.22,73.39
676,587,353,1,816.09,26.9
677,408,316,2,16.36,16.84
678,72,428,-4,529.71,65.45
679,384,191,4,707.01,19.8
680,113,462,2,571.42,21.26
681,188,197,2,266.76,90.23
682,112,171,4,89.01,8.57
683,351,31,1,589.79,47.79
684,273,8,-1,668.67,78.92
685,535,8,1,381.91,52.01
686,485,346,3,608.33,33.66
687,246,370,3,668.43,37.84
688,339,103,1,13.05,87.05
689,143,27,4,605.89,86.9
690,255,378,3,457.4,68.62
691,193,4,4,986.32,95.75
692,369,47,-3,969.9,73.58
693,497,410,4,741.81,79.4
694,488,103,3,736.93,29.39
695,533,517,2,41.43,49.79
696,562,479,1,176.37,44.63
697,554,247,1,250.92,17.04
698,30,165,1,929.71,32.65
699,226,264,4,669.27,95.15
700,548,504,1,99.54,69.18
701,67,352,2,383.24,71.74
702,576,448,4,810.36,22.36
703,115,92,1,346.84,59.22
704,119,377,2,136.14,31.34
705,2,319,4,71.27,53.56
706,328,374,4,799.54,93.39
707,228,110,2,401.36,53.83
708,304,225,4,504.83,45.58
709,36,328,5,315.8,99.03
710,588,490,1,634.77,21.57
711,386,61,3,981.33,33.31
712,231,54,2,923.93,77.6
713,307,164,4,991.15,54.79
714,485,357,3,760.14,39.11
715,290,200,5,704.1,54.8
716,595,56,1,851.31,70.96
717,592,141,4,447.46,48.24
718,201,10,2,368.6,85.61
719,152,386,1,950.89,42.71
720,99,365,2,974.42,17.96
721,528,347,1,597.46,96.97
722,122,247,4,402.68,30.27
723,385,92,5,779.95,86.49
724,456,377,4,21.49,11.66
725,522,231,1,32.8,57.3
726,97,186,5,390.12,100.0
727,129,102,4,331.98,71.38
728,21,404,5,560.5,53.64
729,532,128,5,755.97,20.75
730,185,6,1,559.17,80.05
731,589,212,1,656.11,8.78
732,36,87,3,980.13,50.61
733,176,434,3,977.33,65.82
734,532,301,2,662.57,44.49
735,321,536,5,911.68,99.68
736,215,102,5,665.99,4.47
737,307,221,1,957.85,60.21
738,285,132,2,731.81,42.2
739,391,168,5,406.06,8.33
740,147,209,3,79.85,73.27
741,578,524,2,608.9,41.97
742,445,389,2,35.65,60.36
743,545,113,1,687.14,40.68
744,372,342,3,780.29,14.63
745,101,387,2,979.69,22.22
746,127,180,1,531.21,87.55
747,502,98,5,533.67,70.05
748,102,50,3,179.04,94.65
749,545,413,4,482.09,12.76
750,160,130,1,151.24,56.76
751,380,256,3,681.43,41.82
752,363,480,4,507.21,27.58
753,235,313,4,639.28,8.69
754,321,93,3,638.33,7.67
755,170,59,2,93.74,28.59
756,11,435,4,680.26,93.24
757,528,128,2,411.42,61.63
758,548,354,1,251.78,73.9
759,44,460,5,965.0,67.45
760,180,77,5,373.38,13.33
761,433,508,3,385.3,37.33
762,256,121,1,297.16,48.31
763,583,404,3,225.29,30.48
764,37,475,5,893.57,84.84
765,472,337,1,305.37,10.72
766,191,412,3,360.99,10.13
767,542,527,4,899.52,41.07
768,257,232,-4,475.99,37.43
769,187,276,3,117.61,43.86
770,363,445,4,15.75,88.36
771,292,42,2,142.34,42.11
772,165,204,3,948.89,95.97
773,501,508,3,801.82,71.43
774,410,514,3,728.73,74.19
775,111,22,4,134.86,34.41
776,243,54,1,681.53,34.21
777,445,492,5,296.57,48.59
778,157,524,4,194.99,28.11
779,254,440,1,206.43,70.65
780,515,186,1,196.78,85.49
781,136,411,2,47.98,99.04
782,205,94,2,865.71,38.04
783,237,228,5,342.82,47.92
784,53,312,5,118.95,36.36
785,253,328,3,896.16,18.18
786,330,218,1,292.46,28.02
787,190,259,5,948.84,36.36
788,14,134,3,337.9,74.13
789,542,381,3,245.87,27.59
790,109,134,5,633.26,60.18
791,196,198,1,707.61,92.55
792,352,309,1,728.1,98.96
793,158,45,2,136.55,41.82
794,574,356,3,895.96,44.85
795,70,495,1,424.81,93.13
796,171,281,5,699.74,12.89
797,63,195,1,743.31,39.75
798,77,170,5,443.37,50.93
799,411,279,5,214.86,0.36
800,10,526,5,460.89,70.78
801,226,304,5,711.17,55.22
802,547,244,2,298.92,63.96
803,277,53,3,645.99,24.9
804,2,356,2,636.36,97.22
805,563,271,3,724.86,40.83
806,59,11,5,825.69,21.93
807,17,109,3,725.38,68.81
808,565,212,3,818.68,22.06
809,405,160,3,451.6,72.98
810,491,96,4,501.0,45.94
811,503,185,2,651.09,2.1
812,404,193,2,78.76,7.2
813,413,103,2,727.06,13.73
814,387,394,1,30.51,82.66
815,86,275,1,151.21,62.74
816,10,109,1,546.95,81.83
817,492,455,1,817.31,30.74
818,58,274,4,631.21,12.31
819,304,106,1,516.43,83.65
820,230,25,-2,234.41,38.54
821,232,394,3,689.9,71.49
822,113,230,1,110.72,95.58
823,342,122,3,366.89,92.47
824,155,183,1,434.34,33.48
825,154,309,2,628.51,28.7
826,512,378,1,933.55,81.07
827,153,151,1,327.05,39.06
828,116,438,4,959.99,27.85
829,131,187,1,769.86,35.26
830,424,342,4,146.84,94.4
831,563,510,2,543.36,49.26
832,394,86,5,585.15,42.18
833,225,90,5,242.84,0.29
834,486,137,1,921.7,5.96
835,143,302,3,465.78,83.53
836,432,249,5,218.63,22.46
837,147,387,2,735.75,69.61
838,109,76,4,482.06,59.39
839,375,145,2,88.2,7.71
840,427,154,5,767.76,46.98
841,307,482,2,417.41,33.73
842,160,62,1,882.35,3.21
843,12,406,2,834.35,67.99
844,265,514,4,312.97,22.73
845,95,535,2,383.78,95.11
846,58,225,2,398.37,82.25
847,80,480,5,482.64,65.27
848,169,56,4,805.31,64.66
849,107,80,2,369.07,77.88
850,289,167,-3,546.15,6.53
851,317,193,-5,556.17,63.84
852,88,46,1,568.1,79.02
853,96,317,1,18.39,35.66
854,513,200,3,321.33,39.06
855,100,340,3,413.21,74.15
856,154,25,1,591.3,38.21
857,39,298,5,169.61,68.24
858,96,238,1,885.56,80.75
859,165,514,2,521.14,72.87
860,350,459,5,787.5,33.9
861,442,41,3,891.77,77.42
862,77,157,4,571.23,99.44
863,147,317,1,551.66,96.89
864,466,322,1,178.02,29.56
865,373,362,1,98.34,17.92
866,485,263,4,765.51,44.2
867,583,500,2,49.2,85.9
868,133,452,4,373.06,84.48
869,424,519,3,455.59,87.74
