order_id,customer_id,order_date,status,region_code
59,9.0,2026-05-26 11:50:54,DELIVERED,E
60,413.0,2026-03-27 23:53:15,RETURNED,C
61,200.0,2026-04-22 16:27:21,CANCELLED,C
62,462.0,2026-04-04 22:56:06,RETURNED,C
63,122.0,02-08-2026 01:34:54,DELIVERED,E
64,375.0,2026-06-12 06:41:19,RETURNED,W
65,,14-09-2025 07:53:42,DELIVERED,W
66,468.0,2025-11-20 15:06:18,SHIPPED,E
67,327.0,2025-09-29 04:01:35,DELIVERED,C
68,345.0,2025-09-02 18:06:47,CANCELLED,C
69,307.0,27-06-2026 21:55:51,DELIVERED,N
70,427.0,2025-11-28 08:52:04,PLACED,C
71,486.0,2025-08-20 15:33:59,RETURNED,C
72,234.0,2026-04-22 13:50:44,SHIPPED,C
73,390.0,2025-10-05 19:46:33,PLACED,C
74,113.0,2025-11-02 18:17:49,CANCELLED,S
75,423.0,2026-02-10 16:48:57,RETURNED,W
76,64.0,2026-06-26 11:56:32,RETURNED,E
77,490.0,2026-04-10 22:31:00,SHIPPED,W
78,351.0,2025-10-31 09:14:31,DELIVERED,C
79,496.0,2025-10-01 12:20:16,RETURNED,E
80,231.0,2026-05-03 09:27:14,DELIVERED,S
81,501.0,2026-08-03 01:01:19,DELIVERED,E
82,125.0,2026-02-09 11:08:02,CANCELLED,E
83,150.0,2025-08-22 18:21:33,PLACED,E
84,453.0,2026-06-17 09:45:57,SHIPPED,S
85,278.0,2025-09-29 10:59:38,SHIPPED,N
86,246.0,2026-02-11 21:39:48,RETURNED,S
87,239.0,2026-04-18 01:24:23,CANCELLED,N
88,,2025-10-29 21:58:19,SHIPPED,W
89,488.0,2025-08-27 07:05:34,DELIVERED,E
90,293.0,2026-01-18 23:03:19,PLACED,C
91,238.0,2026-05-04 18:57:33,PLACED,S
92,428.0,2025-08-25 04:42:18,PLACED,W
93,508.0,2026-03-15 01:21:37,DELIVERED,N
94,10.0,2026-05-31 01:33:42,DELIVERED,E
95,466.0,2026-02-19 08:28:54,CANCELLED,S
96,517.0,2026-06-08 11:23:40,PLACED,E
97,167.0,2026-04-16 03:29:31,SHIPPED,N
98,346.0,2026-03-28 13:57:17,SHIPPED,S
99,416.0,2025-10-26 20:21:59,PLACED,W
100,98.0,2026-05-03 18:28:00,DELIVERED,S
101,7.0,2026-04-07 02:11:24,DELIVERED,E
102,310.0,2025-10-24 15:38:24,DELIVERED,E
103,242.0,2026-02-04 02:52:22,DELIVERED,S
104,416.0,2026-05-05 21:55:47,DELIVERED,N
105,303.0,2026-02-09 13:04:51,SHIPPED,W
106,157.0,2025-12-19 06:59:48,DELIVERED,W
107,483.0,2025-11-12 12:57:24,SHIPPED,S
108,84.0,2026-01-19 13:08:37,DELIVERED,N
109,115.0,2026-08-02 08:22:06,RETURNED,S
110,154.0,2026-02-09 05:48:10,CANCELLED,N
111,211.0,2025-10-11 07:43:54,RETURNED,W
112,57.0,2026-05-13 04:43:53,CANCELLED,C
113,60.0,2025-11-01 09:10:01,DELIVERED,N
114,406.0,30-03-2026 19:50:19,SHIPPED,C
115,,2025-11-15 11:22:36,PLACED,C
116,62.0,25-12-2025 11:17:57,CANCELLED,N
117,294.0,2026-03-20 22:21:49,CANCELLED,E
118,392.0,2026-05-17 05:02:42,CANCELLED,W
119,83.0,2026-05-05 20:16:55,RETURNED,S
120,357.0,2025-10-25 14:08:27,CANCELLED,C
121,131.0,2026-05-30 08:40:58,PLACED,N
122,306.0,2025-11-01 10:14:14,CANCELLED,C
123,389.0,2026-07-31 20:25:23,DELIVERED,S
124,283.0,2025-08-09 23:19:54,PLACED,N
125,430.0,2025-10-01 17:41:02,PLACED,S
126,212.0,2025-10-17 13:57:43,CANCELLED,C
127,50.0,01-09-2025 16:01:24,CANCELLED,S
128,223.0,2026-03-29 14:08:05,SHIPPED,C
129,297.0,2025-12-21 11:56:20,RETURNED,E
130,329.0,2025-11-03 22:36:43,RETURNED,S
131,424.0,13-02-2026 08:39:57,RETURNED,S
132,438.0,19-06-2026 07:27:44,DELIVERED,W
133,327.0,2025-09-29 14:59:42,DELIVERED,W
134,189.0,2026-02-08 01:49:31,SHIPPED,E
135,148.0,2025-10-18 21:24:56,RETURNED,W
136,427.0,2025-08-22 07:26:46,SHIPPED,E
137,209.0,02-06-2026 22:56:46,CANCELLED,E
138,95.0,2025-08-20 11:00:00,PLACED,E
139,387.0,2026-01-12 21:09:47,PLACED,S
140,223.0,2026-02-25 01:54:41,DELIVERED,E
141,16.0,2026-04-10 07:59:34,PLACED,W
142,249.0,2026-07-02 08:44:10,CANCELLED,S
143,330.0,2026-05-11 01:20:14,RETURNED,E
144,316.0,2026-06-02 04:11:23,CANCELLED,W
145,101.0,2026-06-18 20:41:57,DELIVERED,S
146,380.0,02-03-2026 11:56:43,SHIPPED,S
147,17.0,2025-08-26 10:39:11,RETURNED,W
148,303.0,2026-08-07 22:22:34,CANCELLED,C
149,252.0,2026-05-15 06:05:09,DELIVERED,E
150,501.0,2025-11-06 15:18:51,CANCELLED,W
151,173.0,2026-07-20 14:18:57,SHIPPED,C
152,501.0,2025-10-13 15:59:47,PLACED,C
153,35.0,03-05-2026 10:18:02,PLACED,N
154,423.0,2026-02-03 16:04:32,PLACED,S
155,10.0,2025-12-26 05:06:12,PLACED,C
156,495.0,02-12-2025 02:58:23,RETURNED,C
157,,2026-03-02 22:41:15,DELIVERED,C
158,,2025-11-02 01:56:30,CANCELLED,S
159,110.0,2026-03-02 06:28:31,SHIPPED,S
160,259.0,2026-02-13 04:01:35,CANCELLED,N
161,383.0,2026-02-16 21:04:40,SHIPPED,S
162,308.0,2026-06-19 22:45:55,PLACED,N
163,416.0,2025-12-13 18:14:41,PLACED,N
164,176.0,2026-05-12 07:11:04,DELIVERED,C
165,98.0,2026-06-03 08:57:23,SHIPPED,S
166,487.0,2026-07-25 10:58:00,DELIVERED,C
167,34.0,2025-11-20 11:23:52,PLACED,S
168,148.0,2026-07-26 09:21:12,CANCELLED,N
169,307.0,2026-04-19 12:09:09,CANCELLED,C
170,340.0,2026-05-28 18:53:27,PLACED,C
171,355.0,2025-11-03 16:21:37,PLACED,E
172,407.0,2026-01-03 08:44:11,DELIVERED,W
173,503.0,2026-05-14 14:41:31,CANCELLED,W
174,191.0,2025-09-21 10:15:30,PLACED,C
175,303.0,2026-07-22 20:06:06,PLACED,E
176,158.0,2025-12-16 19:15:15,SHIPPED,W
177,325.0,30-01-2026 01:58:19,DELIVERED,W
178,369.0,2026-05-22 21:35:41,PLACED,S
179,442.0,2026-08-06 06:02:21,CANCELLED,N
180,27.0,2026-05-27 00:00:00,RETURNED,C
181,333.0,02-08-2026 02:59:48,CANCELLED,W
182,87.0,2026-03-01 06:54:42,SHIPPED,C
183,174.0,2025-12-31 21:13:39,DELIVERED,E
184,275.0,18-07-2026 04:47:53,CANCELLED,E
185,432.0,2025-10-17 07:29:39,DELIVERED,E
186,253.0,2025-10-26 13:03:51,RETURNED,S
187,469.0,2025-09-06 08:40:40,CANCELLED,E
188,390.0,2026-07-05 09:17:30,DELIVERED,W
189,140.0,2026-07-11 17:20:49,SHIPPED,W
190,322.0,2026-04-26 16:55:55,DELIVERED,E
191,503.0,2026-07-03 21:31:55,DELIVERED,W
192,288.0,2026-04-28 16:22:50,PLACED,C
193,205.0,2026-01-17 00:31:41,RETURNED,N
194,473.0,2026-03-26 19:55:15,DELIVERED,N
195,419.0,2026-01-15 00:33:00,DELIVERED,S
196,259.0,2025-08-12 15:00:37,CANCELLED,N
197,460.0,2026-05-24 12:23:18,CANCELLED,C
198,519.0,2025-10-18 23:59:26,CANCELLED,C
199,38.0,2026-04-07 06:59:59,RETURNED,C
200,88.0,2026-03-18 16:44:14,DELIVERED,S
201,46.0,2026-07-02 08:41:12,CANCELLED,E
202,441.0,07-10-2025 16:39:29,SHIPPED,C
203,227.0,2025-10-03 20:56:04,RETURNED,C
204,155.0,05-07-2026 20:48:36,PLACED,E
205,426.0,27-06-2026 13:07:34,SHIPPED,E
206,320.0,2025-11-25 16:50:52,RETURNED,W
207,357.0,2026-06-29 17:48:35,CANCELLED,E
208,69.0,2025-10-30 18:49:27,PLACED,N
209,352.0,2026-04-10 10:25:06,SHIPPED,S
210,179.0,2025-12-09 13:15:20,CANCELLED,W
211,238.0,2026-01-21 05:44:11,SHIPPED,W
212,,2025-08-12 13:36:40,SHIPPED,W
213,440.0,2025-08-31 03:37:59,SHIPPED,E
214,65.0,2026-03-05 12:05:54,RETURNED,S
215,375.0,2026-04-28 09:42:51,DELIVERED,W
216,321.0,2026-06-05 21:14:14,RETURNED,N
217,357.0,2025-10-08 15:22:53,SHIPPED,E
218,87.0,2026-03-04 18:15:57,SHIPPED,E
219,120.0,2026-03-26 20:01:59,RETURNED,W
220,429.0,2026-04-02 09:10:09,CANCELLED,S
221,499.0,2025-11-25 14:39:10,SHIPPED,C
222,171.0,2026-02-28 00:25:33,DELIVERED,W
223,55.0,2026-07-27 01:34:46,CANCELLED,S
224,200.0,2026-08-06 04:20:15,RETURNED,W
225,419.0,2026-05-07 04:34:26,CANCELLED,W
226,172.0,11-12-2025 10:16:14,SHIPPED,E
227,34.0,2026-02-24 12:31:39,SHIPPED,W
228,508.0,2026-07-24 05:07:03,PLACED,E
229,376.0,2026-07-06 17:12:54,CANCELLED,C
230,224.0,2026-07-02 12:11:08,SHIPPED,E
231,34.0,2025-10-12 00:53:17,PLACED,W
232,121.0,2025-11-22 01:14:56,RETURNED,E
233,439.0,2026-07-06 04:40:21,SHIPPED,S
234,61.0,2026-01-20 00:13:14,RETURNED,C
235,173.0,2026-02-06 07:14:11,DELIVERED,C
236,274.0,2026-07-08 08:55:04,PLACED,S
237,422.0,2025-12-30 06:24:57,SHIPPED,S
238,256.0,2025-09-21 03:19:08,SHIPPED,W
239,502.0,2026-06-09 02:01:19,CANCELLED,W
240,463.0,2026-08-02 17:06:20,PLACED,W
241,285.0,2025-11-04 12:34:59,CANCELLED,W
242,336.0,2026-08-06 10:19:02,PLACED,W
243,367.0,2025-10-07 09:12:19,CANCELLED,S
244,440.0,2025-11-06 00:55:11,DELIVERED,E
245,346.0,2025-10-08 12:47:46,CANCELLED,E
246,,2025-08-27 10:54:41,CANCELLED,N
247,128.0,2026-06-26 22:41:46,CANCELLED,N
248,439.0,2026-02-11 04:05:47,SHIPPED,E
249,163.0,2026-01-25 13:11:31,PLACED,E
250,257.0,2025-11-07 23:38:52,SHIPPED,N
251,406.0,2026-07-27 12:20:16,SHIPPED,W
252,94.0,04-07-2026 17:46:07,CANCELLED,N
253,136.0,2026-07-26 23:52:14,CANCELLED,N
254,9.0,2025-08-16 17:58:03,CANCELLED,S
255,490.0,2026-05-02 15:50:51,PLACED,N
256,321.0,2026-01-24 07:38:54,CANCELLED,S
257,147.0,2026-06-12 05:37:55,RETURNED,S
258,451.0,2026-05-31 20:50:26,SHIPPED,W
259,454.0,23-01-2026 17:06:34,PLACED,S
260,127.0,2026-03-19 06:14:19,CANCELLED,E
261,144.0,2025-09-22 17:48:40,SHIPPED,C
262,292.0,2026-04-24 16:31:26,DELIVERED,S
263,194.0,2025-08-24 14:29:38,PLACED,S
264,507.0,2026-04-12 20:04:51,RETURNED,N
265,13.0,2025-10-01 10:44:51,SHIPPED,W
266,431.0,2026-02-09 11:33:22,CANCELLED,N
267,18.0,19-08-2025 05:20:32,SHIPPED,N
268,62.0,2026-05-19 04:14:16,DELIVERED,C
269,426.0,2026-07-26 19:58:30,RETURNED,C
270,157.0,2025-09-13 17:42:51,RETURNED,S
271,160.0,2026-02-19 12:13:56,PLACED,E
272,448.0,2025-08-24 12:58:27,PLACED,S
273,89.0,2025-09-05 01:08:52,RETURNED,C
274,57.0,2026-01-06 21:54:54,SHIPPED,N
275,13.0,2026-02-07 02:51:23,SHIPPED,W
276,356.0,2025-09-15 15:37:34,DELIVERED,S
277,381.0,2025-09-23 23:00:28,DELIVERED,N
278,31.0,2026-07-09 19:01:20,RETURNED,N
279,270.0,2026-05-15 21:34:44,PLACED,W
280,467.0,20-05-2026 20:51:41,RETURNED,S
281,377.0,2026-05-15 06:45:55,RETURNED,N
282,234.0,11-09-2025 12:07:59,PLACED,S
283,48.0,2025-10-26 15:46:11,SHIPPED,S
284,37.0,2026-02-21 11:48:16,CANCELLED,S
285,330.0,2026-02-11 22:57:00,DELIVERED,E
286,80.0,2026-01-10 16:03:32,PLACED,S
287,229.0,2026-05-24 16:08:03,CANCELLED,N
288,477.0,2026-01-26 01:07:29,DELIVERED,E
289,89.0,06-06-2026 13:37:44,SHIPPED,E
290,312.0,2026-03-17 02:31:32,DELIVERED,C
291,506.0,2025-12-30 16:08:57,RETURNED,S
292,,2026-04-21 12:04:30,SHIPPED,C
293,355.0,2025-10-16 15:07:33,PLACED,E
294,2.0,2026-06-15 19:57:34,DELIVERED,N
295,211.0,2026-05-04 17:03:09,CANCELLED,N
296,146.0,30-12-2025 19:45:20,SHIPPED,C
297,423.0,2026-03-10 23:27:04,PLACED,C
298,98.0,2025-12-23 17:57:50,CANCELLED,N
299,64.0,2026-04-05 11:21:20,SHIPPED,E
300,268.0,2026-06-19 01:04:54,CANCELLED,E
301,326.0,2025-11-17 16:41:45,SHIPPED,S
302,112.0,2025-10-31 01:05:47,CANCELLED,E
303,417.0,2026-03-01 22:12:15,SHIPPED,W
304,316.0,2026-05-11 03:55:26,PLACED,S
305,312.0,2026-04-08 02:30:58,PLACED,S
306,336.0,2026-02-20 15:36:36,DELIVERED,W
307,51.0,2026-05-21 00:22:59,SHIPPED,N
308,415.0,2026-01-05 22:37:22,RETURNED,S
309,97.0,2026-06-12 00:43:04,SHIPPED,N
310,13.0,2025-10-31 18:33:28,SHIPPED,S
311,203.0,2025-12-14 14:46:16,PLACED,C
312,266.0,15-01-2026 01:07:50,PLACED,S
313,455.0,07-05-2026 13:58:56,DELIVERED,N
314,44.0,11-12-2025 15:07:28,RETURNED,W
315,405.0,2026-04-24 15:24:21,CANCELLED,S
316,363.0,2026-03-19 23:05:29,DELIVERED,W
317,,2026-07-04 14:14:25,SHIPPED,E
318,511.0,2025-10-02 08:24:38,PLACED,N
319,287.0,2026-04-03 17:50:10,RETURNED,S
320,20.0,2026-01-02 14:16:01,DELIVERED,W
321,497.0,2026-05-01 11:20:24,DELIVERED,W
322,277.0,2026-06-09 05:00:17,SHIPPED,N
323,288.0,2025-10-02 13:44:47,RETURNED,E
324,239.0,2025-10-07 09:06:09,SHIPPED,E
325,58.0,2025-12-13 15:03:22,RETURNED,W
326,364.0,2026-01-14 05:59:40,SHIPPED,S
327,243.0,2026-06-04 14:33:38,DELIVERED,C
328,29.0,2025-12-06 13:04:50,RETURNED,C
329,146.0,2026-06-01 07:52:21,CANCELLED,C
330,317.0,16-12-2025 16:13:47,PLACED,S
331,,2026-03-24 14:36:47,DELIVERED,C
332,207.0,2025-08-15 11:51:31,SHIPPED,E
333,,2025-12-29 18:09:16,SHIPPED,N
334,374.0,2026-08-05 02:37:56,CANCELLED,C
335,104.0,2026-01-18 10:21:39,SHIPPED,W
336,499.0,2025-09-21 00:32:43,RETURNED,C
337,366.0,2025-11-07 08:39:33,SHIPPED,W
338,315.0,2025-11-27 03:37:44,SHIPPED,N
339,401.0,2026-03-12 04:15:34,RETURNED,N
340,187.0,2026-07-23 02:20:05,RETURNED,S
341,107.0,2025-08-25 02:51:42,PLACED,S
342,356.0,2026-01-26 03:58:44,PLACED,E
343,,2025-12-22 21:01:16,PLACED,E
344,263.0,2025-11-12 01:55:03,PLACED,W
345,449.0,2026-07-21 06:14:56,CANCELLED,W
346,388.0,2025-11-14 23:40:03,CANCELLED,C
347,231.0,17-06-2026 02:29:20,PLACED,E
348,21.0,2026-01-07 06:55:40,PLACED,E
349,175.0,2026-08-05 15:14:42,PLACED,C
350,96.0,2026-04-16 16:52:47,CANCELLED,N
351,442.0,2025-08-10 08:03:25,CANCELLED,S
352,55.0,2026-03-21 09:37:23,SHIPPED,W
353,272.0,2026-04-28 04:18:29,PLACED,N
354,403.0,2026-06-03 03:34:57,SHIPPED,N
355,,02-11-2025 13:33:50,RETURNED,W
356,205.0,2026-03-09 18:01:37,DELIVERED,N
357,485.0,2026-01-05 06:40:50,CANCELLED,W
358,501.0,2025-08-19 17:50:02,RETURNED,W
359,190.0,2026-06-09 20:48:40,SHIPPED,W
360,46.0,2026-07-20 13:30:04,SHIPPED,E
361,64.0,2025-08-27 12:45:22,PLACED,N
362,353.0,2026-03-05 02:26:46,RETURNED,S
363,63.0,2026-04-19 00:02:38,CANCELLED,C
364,487.0,2025-11-30 12:36:12,DELIVERED,N
365,405.0,2026-05-20 13:57:20,RETURNED,C
366,151.0,2026-06-10 11:48:35,SHIPPED,S
367,217.0,2025-08-16 10:10:47,CANCELLED,N
368,446.0,2026-06-14 17:53:12,SHIPPED,C
369,265.0,2025-11-29 12:33:15,PLACED,N
370,398.0,2026-02-12 18:36:15,DELIVERED,C
371,470.0,04-09-2025 08:04:06,RETURNED,C
372,430.0,2026-05-29 16:09:17,RETURNED,C
373,103.0,2026-07-03 22:20:51,PLACED,E
374,353.0,2026-03-06 13:39:21,CANCELLED,C
375,,2026-07-30 07:42:13,SHIPPED,C
376,,2025-09-18 09:46:45,DELIVERED,S
377,51.0,2025-10-22 04:27:21,DELIVERED,N
378,346.0,2025-12-28 11:33:27,DELIVERED,W
379,101.0,2026-02-23 05:30:16,DELIVERED,W
380,329.0,2026-02-25 13:33:50,PLACED,S
381,453.0,2026-01-24 08:51:26,CANCELLED,C
382,383.0,2025-10-21 20:17:25,SHIPPED,N
383,319.0,2025-11-25 00:47:30,RETURNED,C
384,30.0,2026-07-24 20:14:15,SHIPPED,N
385,,06-07-2026 11:31:46,DELIVERED,S
386,281.0,2026-02-06 12:26:02,CANCELLED,N
387,32.0,2026-08-02 15:01:42,CANCELLED,S
388,486.0,2025-10-28 03:19:16,SHIPPED,E
389,93.0,2026-02-19 12:38:09,SHIPPED,C
390,220.0,2025-12-07 20:34:57,SHIPPED,E
391,420.0,2026-02-02 03:57:11,PLACED,W
392,136.0,2025-10-05 04:42:11,PLACED,S
393,259.0,2026-02-19 06:50:46,DELIVERED,W
394,386.0,2025-10-21 07:04:11,SHIPPED,W
395,310.0,2026-05-04 04:56:26,CANCELLED,C
396,,2025-09-20 06:46:56,DELIVERED,C
397,290.0,2025-11-15 01:43:47,PLACED,E
398,284.0,2025-10-06 00:07:57,DELIVERED,E
399,193.0,2026-01-19 17:11:22,PLACED,C
400,414.0,2025-11-18 01:56:53,PLACED,W
401,303.0,2026-07-11 07:20:25,CANCELLED,N
402,195.0,2026-01-17 22:29:29,RETURNED,W
403,368.0,2026-05-23 03:15:53,RETURNED,S
404,301.0,2026-03-10 02:11:33,DELIVERED,C
405,188.0,2025-11-26 06:06:48,PLACED,S
406,364.0,2025-12-29 01:52:53,CANCELLED,E
407,381.0,2026-03-18 00:55:19,PLACED,W
408,55.0,2025-11-28 22:46:17,RETURNED,N
409,484.0,2026-04-21 08:55:05,CANCELLED,C
410,306.0,2025-09-22 09:05:07,SHIPPED,S
411,206.0,2025-08-24 19:22:10,CANCELLED,S
412,324.0,2025-10-29 13:51:32,PLACED,W
413,341.0,2026-02-12 06:46:24,PLACED,N
414,463.0,2026-02-28 05:15:58,SHIPPED,C
415,163.0,2026-05-07 04:55:16,PLACED,S
416,445.0,2026-04-18 17:55:01,CANCELLED,W
417,,2026-02-17 15:42:57,DELIVERED,N
418,330.0,2025-10-28 02:04:05,PLACED,N
419,255.0,2025-10-20 18:31:27,DELIVERED,S
420,106.0,2025-10-07 09:59:16,SHIPPED,N
421,47.0,2026-08-07 14:50:15,RETURNED,C
422,346.0,2026-05-24 06:16:21,SHIPPED,E
423,502.0,2025-10-07 20:19:40,CANCELLED,N
424,234.0,2025-11-06 10:49:14,SHIPPED,N
425,517.0,2026-07-14 20:51:36,PLACED,W
426,262.0,2026-02-11 01:06:57,RETURNED,N
427,111.0,16-02-2026 12:04:27,PLACED,W
428,455.0,2025-09-19 11:34:24,CANCELLED,S
429,211.0,2026-05-14 18:01:28,DELIVERED,W
430,104.0,2026-07-20 03:52:51,RETURNED,S
431,429.0,2025-11-13 00:13:38,RETURNED,N
432,290.0,2026-06-25 16:34:26,SHIPPED,C
433,205.0,2026-04-08 17:56:12,SHIPPED,E
434,420.0,18-12-2025 18:06:26,CANCELLED,S
435,493.0,25-01-2026 08:17:55,PLACED,N
436,506.0,03-10-2025 11:56:43,RETURNED,N
437,104.0,2025-11-13 03:24:21,CANCELLED,E
438,271.0,27-02-2026 17:02:33,SHIPPED,N
439,298.0,2026-01-31 00:37:21,CANCELLED,N
440,98.0,2025-11-27 08:04:36,PLACED,S
441,175.0,2025-09-26 05:50:41,RETURNED,E
442,96.0,2025-12-01 00:26:58,PLACED,W
443,410.0,2026-03-30 20:59:17,CANCELLED,W
444,432.0,2026-06-13 07:35:21,PLACED,S
445,61.0,2026-01-10 21:47:28,PLACED,W
446,495.0,2026-04-14 21:52:43,SHIPPED,C
447,389.0,2026-05-11 04:38:58,SHIPPED,W
448,500.0,2025-09-04 19:52:06,PLACED,N
449,268.0,23-04-2026 08:05:04,RETURNED,C
450,230.0,2026-07-26 23:35:41,DELIVERED,C
451,98.0,2025-10-30 18:08:38,CANCELLED,E
452,395.0,2025-10-21 22:38:13,RETURNED,N
453,12.0,2026-05-03 12:45:29,CANCELLED,W
454,170.0,2025-11-13 08:47:07,SHIPPED,E
455,285.0,2026-03-21 09:53:24,CANCELLED,W
456,241.0,2026-02-28 04:09:11,RETURNED,W
457,91.0,2025-09-27 05:39:35,PLACED,W
458,19.0,2026-07-31 23:18:31,RETURNED,C
459,1.0,2025-08-10 04:32:31,RETURNED,E
460,212.0,2026-04-02 03:30:34,DELIVERED,E
461,56.0,2025-08-18 06:08:13,DELIVERED,C
462,485.0,2026-02-04 16:33:33,CANCELLED,N
463,100.0,2026-05-23 19:00:51,DELIVERED,E
464,299.0,2026-06-05 04:27:02,PLACED,N
465,169.0,2025-12-24 03:08:54,CANCELLED,N
466,261.0,2026-03-30 04:11:16,CANCELLED,S
467,469.0,2026-04-14 01:26:48,DELIVERED,N
468,,2026-02-15 00:25:02,RETURNED,N
469,462.0,2025-08-14 14:58:35,RETURNED,S
470,,2026-06-09 04:19:41,RETURNED,W
471,495.0,2025-10-31 17:40:35,SHIPPED,C
472,178.0,2025-10-31 17:14:03,CANCELLED,C
473,330.0,2026-07-29 08:30:26,RETURNED,S
474,281.0,2026-01-18 02:22:47,DELIVERED,W
475,137.0,2026-07-18 06:47:55,RETURNED,E
476,322.0,2026-06-09 18:36:36,SHIPPED,S
477,215.0,2026-05-09 03:37:36,DELIVERED,S
478,183.0,2026-05-27 23:23:33,DELIVERED,N
479,361.0,2026-06-12 17:53:08,CANCELLED,C
480,293.0,2026-03-20 11:32:31,PLACED,C
481,,2025-08-23 17:18:11,PLACED,S
482,274.0,2026-01-06 09:02:18,DELIVERED,E
483,150.0,2025-11-05 22:30:45,DELIVERED,S
484,34.0,2025-11-15 03:09:20,RETURNED,C
485,230.0,2025-11-27 04:41:12,SHIPPED,C
486,295.0,17-08-2025 01:02:58,CANCELLED,W
487,427.0,2025-12-13 22:48:38,DELIVERED,C
488,,2026-03-08 17:28:14,RETURNED,W
489,231.0,2026-05-19 12:06:43,DELIVERED,C
490,202.0,2025-12-25 06:10:47,DELIVERED,W
491,182.0,30-10-2025 14:02:20,SHIPPED,C
492,123.0,2026-03-13 07:53:22,RETURNED,E
493,134.0,2026-07-17 23:18:04,PLACED,E
494,478.0,2025-09-11 02:24:01,SHIPPED,E
495,53.0,2025-12-15 06:56:53,DELIVERED,W
496,367.0,2025-09-28 03:55:23,RETURNED,S
497,189.0,2026-01-15 02:53:53,SHIPPED,W
498,414.0,2025-08-29 11:16:18,SHIPPED,E
499,340.0,2026-02-23 04:12:39,RETURNED,C
500,487.0,2025-10-28 11:20:59,PLACED,N
501,355.0,2026-02-09 13:01:54,RETURNED,C
502,250.0,2026-06-09 07:29:01,DELIVERED,W
503,117.0,2026-03-16 10:11:22,DELIVERED,N
504,384.0,2026-06-14 23:17:46,CANCELLED,N
505,304.0,2026-04-29 22:27:21,RETURNED,N
506,99.0,2025-10-03 00:51:19,RETURNED,C
507,8.0,2025-11-13 23:00:37,SHIPPED,W
508,107.0,2026-05-15 07:46:04,CANCELLED,N
509,,2025-08-27 18:11:21,PLACED,N
510,76.0,2025-12-22 02:55:31,RETURNED,N
511,234.0,2025-10-18 05:29:41,CANCELLED,W
512,444.0,2025-11-07 14:36:59,PLACED,C
